year,bujiness_classify,doc_type,label_jpn,prefix,element,periodType,balance,abstract
2014,cai,bs,貸借取引担保金、流動負債,jppfs_cor,CollateralMoneyReceivedForLoanTransactionsCL,instant,credit,false
2014,cai,bs,貸付有価証券代り金、流動負債,jppfs_cor,CollateralMoneyReceivedForSecuritiesLentCL,instant,credit,false
2014,cai,bs,その他、流動負債,jppfs_cor,OtherCL,instant,credit,false
2014,cai,bs,流動負債,jppfs_cor,CurrentLiabilities,instant,credit,false
2014,cai,bs,固定負債 [タイトル項目],jppfs_cor,NoncurrentLiabilitiesAbstract,duration,,true
2014,cai,bs,社債 [タイトル項目],jppfs_cor,BondsPayableAbstract,duration,,true
2014,cai,bs,社債,jppfs_cor,BondsPayable,instant,credit,false
2014,cai,bs,転換社債,jppfs_cor,ConvertibleBonds,instant,credit,false
2014,cai,bs,転換社債型新株予約権付社債,jppfs_cor,ConvertibleBondTypeBondsWithSubscriptionRightsToShares,instant,credit,false
2014,cai,bs,新株予約権付社債、固定負債,jppfs_cor,BondsWithSubscriptionRightsToSharesNCL,instant,credit,false
2014,cai,bs,長期借入金 [タイトル項目],jppfs_cor,LongTermLoansPayableAbstract,duration,,true
2014,cai,bs,長期借入金,jppfs_cor,LongTermLoansPayable,instant,credit,false
2014,cai,bs,株主、役員又は従業員からの長期借入金,jppfs_cor,LongTermLoansPayableToShareholdersDirectorsOrEmployees,instant,credit,false
2014,cai,bs,関係会社長期借入金,jppfs_cor,LongTermLoansPayableToSubsidiariesAndAffiliates,instant,credit,false
2014,cai,bs,引当金、固定負債 [タイトル項目],jppfs_cor,ProvisionNCLAbstract,duration,,true
2014,cai,bs,退職給付引当金,jppfs_cor,ProvisionForRetirementBenefits,instant,credit,false
2014,cai,bs,役員退職慰労引当金,jppfs_cor,ProvisionForDirectorsRetirementBenefits,instant,credit,false
2014,cai,bs,債務保証損失引当金,jppfs_cor,ProvisionForLossOnGuarantees,instant,credit,false
2014,cai,bs,ポイント引当金、固定負債,jppfs_cor,ProvisionForPointCardCertificatesNCL,instant,credit,false
2014,cai,bs,特別修繕引当金,jppfs_cor,ProvisionForSpecialRepairs,instant,credit,false
2014,cai,bs,修繕引当金、固定負債,jppfs_cor,ProvisionForRepairsNCL,instant,credit,false
2014,cai,bs,製品保証引当金、固定負債,jppfs_cor,ProvisionForProductWarrantiesNCL,instant,credit,false
2014,cai,bs,関係会社整理損失引当金、固定負債,jppfs_cor,ProvisionForLossOnLiquidationOfSubsidiariesAndAffiliatesNCL,instant,credit,false
2014,cai,bs,事業整理損失引当金、固定負債,jppfs_cor,ProvisionForLossOnBusinessLiquidationNCL,instant,credit,false
2014,cai,bs,関係会社事業損失引当金、固定負債,jppfs_cor,ProvisionForLossOnBusinessOfSubsidiariesAndAffiliatesNCL,instant,credit,false
2014,cai,bs,事業構造改善引当金、固定負債,jppfs_cor,ProvisionForBusinessStructureImprovementNCL,instant,credit,false
2014,cai,bs,環境対策引当金、固定負債,jppfs_cor,ProvisionForEnvironmentalMeasuresNCL,instant,credit,false
2014,cai,bs,訴訟損失引当金、固定負債,jppfs_cor,ProvisionForLossOnLitigationNCL,instant,credit,false
2014,cai,bs,利息返還損失引当金、固定負債,jppfs_cor,ProvisionForLossOnInterestRepaymentNCL,instant,credit,false
2014,cai,bs,偶発損失引当金、固定負債,jppfs_cor,ProvisionForContingentLossNCL,instant,credit,false
2014,cai,bs,災害損失引当金、固定負債,jppfs_cor,ProvisionForLossOnDisasterNCL,instant,credit,false
2014,cai,bs,その他の引当金、固定負債,jppfs_cor,OtherProvisionNCL,instant,credit,false
2014,cai,bs,引当金、固定負債,jppfs_cor,ProvisionNCL,instant,credit,false
2014,cai,bs,退職給付に係る負債,jppfs_cor,NetDefinedBenefitLiability,instant,credit,false
2014,cai,bs,負ののれん,jppfs_cor,NegativeGoodwill,instant,credit,false
2014,cai,bs,リース債務、固定負債,jppfs_cor,LeaseObligationsNCL,instant,credit,false
2014,cai,bs,資産除去債務、固定負債,jppfs_cor,AssetRetirementObligationsNCL,instant,credit,false
2014,cai,bs,その他の負債で流動負債に属しないもの、固定負債 [タイトル項目],jppfs_cor,OtherLiabilitiesNotCurrentLiabilitiesNCLAbstract,duration,,true
2014,cai,bs,受入保証金、固定負債,jppfs_cor,GuaranteeDepositsReceivedNCL,instant,credit,false
2014,cai,bs,長期預り金,jppfs_cor,LongTermDepositsReceived,instant,credit,false
2014,cai,bs,会員預り金,jppfs_cor,DepositsReceivedFromMembers,instant,credit,false
2014,cai,bs,長期割賦未払金,jppfs_cor,LongTermAccountsPayableInstallmentPurchase,instant,credit,false
2014,cai,bs,受入敷金保証金,jppfs_cor,LeaseAndGuaranteeDepositsReceived,instant,credit,false
2014,cai,bs,長期設備関係支払手形,jppfs_cor,LongTermNotesPayableFacilities,instant,credit,false
2014,cai,bs,長期設備関係未払金,jppfs_cor,LongTermAccountsPayableFacilities,instant,credit,false
2014,cai,bs,長期前受金,jppfs_cor,LongTermAdvancesReceived,instant,credit,false
2014,cai,bs,長期前受工事負担金,jppfs_cor,LongTermDeferredContributionForConstruction,instant,credit,false
2014,cai,bs,長期預り敷金,jppfs_cor,LongTermLeaseDeposited,instant,credit,false
2014,cai,bs,長期預り敷金保証金,jppfs_cor,LongTermLeaseAndGuaranteeDeposited,instant,credit,false
2014,cai,bs,長期預り保証金,jppfs_cor,LongTermGuaranteeDeposited,instant,credit,false
2014,cai,bs,保険契約準備金,jppfs_cor,ReserveForContractOfInsurance,instant,credit,false
2014,cai,bs,長期未払金,jppfs_cor,LongTermAccountsPayableOther,instant,credit,false
2014,cai,bs,長期前受収益,jppfs_cor,LongTermUnearnedRevenue,instant,credit,false
2014,cai,bs,デリバティブ債務、固定負債,jppfs_cor,DerivativesLiabilitiesNCL,instant,credit,false
2014,cai,bs,為替予約、固定負債,jppfs_cor,ForwardExchangeContractsNCL,instant,credit,false
2014,cai,bs,金利スワップ負債、固定負債,jppfs_cor,InterestRateSwapLiabilitiesNCL,instant,credit,false
2014,cai,bs,金利スワップ、固定負債,jppfs_cor,InterestRateSwapNCL,instant,credit,false
2014,cai,bs,売建通貨オプション、固定負債,jppfs_cor,SoldCurrencyOptionNCL,instant,credit,false
2014,cai,bs,通貨オプション、固定負債,jppfs_cor,CurrencyOptionNCL,instant,credit,false
2014,cai,bs,オプション負債、固定負債,jppfs_cor,OptionNCL,instant,credit,false
2014,cai,bs,長期リース資産減損勘定、固定負債,jppfs_cor,AccumulatedImpairmentLossOnLongTermLeasedAssetsNCL,instant,credit,false
2014,cai,bs,繰延税金負債、固定負債,jppfs_cor,DeferredTaxLiabilitiesNCL,instant,credit,false
2014,cai,bs,再評価に係る繰延税金負債,jppfs_cor,DeferredTaxLiabilitiesForLandRevaluation,instant,credit,false
2014,cai,bs,持分法適用に伴う負債、固定負債,jppfs_cor,LiabilitiesFromApplicationOfEquityMethodNCL,instant,credit,false
2014,cai,bs,企業結合に係る特定勘定、固定負債,jppfs_cor,ProvisionIncurredFromABusinessCombinationNCL,instant,credit,false
2014,cai,bs,組織再編により生じた株式の特別勘定、固定負債,jppfs_cor,StockSpecialAccountCausedByRestructuringNCL,instant,credit,false
2014,cai,bs,その他、固定負債,jppfs_cor,OtherNCL,instant,credit,false
2014,cai,bs,固定負債,jppfs_cor,NoncurrentLiabilities,instant,credit,false
2014,cai,bs,特別法上の準備金 [タイトル項目],jppfs_cor,ReservesUnderTheSpecialLawsAbstract1,duration,,true
2014,cai,bs,特別法上の準備金,jppfs_cor,ReservesUnderTheSpecialLaws1,instant,credit,false
2014,cai,bs,特別法上の引当金 [タイトル項目],jppfs_cor,ReservesUnderTheSpecialLawsAbstract2,duration,,true
2014,cai,bs,特別法上の引当金,jppfs_cor,ReservesUnderTheSpecialLaws2,instant,credit,false
2014,cai,bs,負債,jppfs_cor,Liabilities,instant,credit,false
2014,cai,bs,純資産の部 [タイトル項目],jppfs_cor,NetAssetsAbstract,duration,,true
2014,cai,bs,株主資本 [タイトル項目],jppfs_cor,ShareholdersEquityAbstract,duration,,true
2014,cai,bs,資本金,jppfs_cor,CapitalStock,instant,credit,false
2014,cai,bs,新株式申込証拠金,jppfs_cor,DepositForSubscriptionsToShares,instant,credit,false
2014,cai,bs,資本剰余金 [タイトル項目],jppfs_cor,CapitalSurplusAbstract,duration,,true
2014,cai,bs,資本準備金,jppfs_cor,LegalCapitalSurplus,instant,credit,false
2014,cai,bs,その他資本剰余金,jppfs_cor,OtherCapitalSurplus,instant,credit,false
2014,cai,bs,資本剰余金,jppfs_cor,CapitalSurplus,instant,credit,false
2014,cai,bs,利益剰余金 [タイトル項目],jppfs_cor,RetainedEarningsAbstract,duration,,true
2014,cai,bs,利益準備金,jppfs_cor,LegalRetainedEarnings,instant,credit,false
2014,cai,bs,その他利益剰余金 [タイトル項目],jppfs_cor,OtherRetainedEarningsAbstract,duration,,true
2014,cai,bs,減債積立金,jppfs_cor,ReserveForBondSinkingFund,instant,credit,false
2014,cai,bs,中間配当積立金,jppfs_cor,ReserveForInterimDividends,instant,credit,false
2014,cai,bs,配当平均積立金,jppfs_cor,ReserveForDividendEqualization,instant,credit,false
2014,cai,bs,事業拡張積立金,jppfs_cor,ReserveForBusinessExpansion,instant,credit,false
2014,cai,bs,自家保険積立金,jppfs_cor,ReserveForPrivateInsurance,instant,credit,false
2014,cai,bs,固定資産圧縮積立金,jppfs_cor,ReserveForAdvancedDepreciationOfNoncurrentAssets,instant,credit,false
2014,cai,bs,固定資産圧縮特別勘定積立金,jppfs_cor,ReserveForSpecialAccountForAdvancedDepreciationOfNoncurrentAssets,instant,credit,false
2014,cai,bs,特別償却準備金,jppfs_cor,ReserveForSpecialDepreciation,instant,credit,false
2014,cai,bs,プログラム等準備金,jppfs_cor,ReserveForSoftwarePrograms,instant,credit,false
2014,cai,bs,海外投資等損失準備金,jppfs_cor,ReserveForOverseasInvestmentLoss,instant,credit,false
2014,cai,bs,研究開発積立金,jppfs_cor,ReserveForResearchAndDevelopment,instant,credit,false
2014,cai,bs,配当積立金,jppfs_cor,ReserveForDividends1,instant,credit,false
2014,cai,bs,配当準備金,jppfs_cor,ReserveForDividends2,instant,credit,false
2014,cai,bs,配当準備積立金,jppfs_cor,ReserveForDividends3,instant,credit,false
2014,cai,bs,配当引当積立金,jppfs_cor,ReserveForDividends4,instant,credit,false
2014,cai,bs,退職給与積立金,jppfs_cor,ReserveForRetirementAllowance1,instant,credit,false
2014,cai,bs,退職積立金,jppfs_cor,ReserveForRetirementAllowance2,instant,credit,false
2014,cai,bs,退職手当積立金,jppfs_cor,ReserveForRetirementAllowance3,instant,credit,false
2014,cai,bs,退職慰労積立金,jppfs_cor,ReserveForRetirementAllowance4,instant,credit,false
2014,cai,bs,役員退職積立金,jppfs_cor,ReserveForDirectorsRetirementAllowance,instant,credit,false
2014,cai,bs,圧縮記帳積立金,jppfs_cor,ReserveForReductionEntry1,instant,credit,false
2014,cai,bs,圧縮積立金,jppfs_cor,ReserveForReductionEntry2,instant,credit,false
2014,cai,bs,土地圧縮積立金,jppfs_cor,ReserveForReductionEntryOfLand,instant,credit,false
2014,cai,bs,建物圧縮積立金,jppfs_cor,ReserveForReductionEntryOfBuildings,instant,credit,false
2014,cai,bs,不動産圧縮積立金,jppfs_cor,ReserveForReductionEntryOfRealEstate,instant,credit,false
2014,cai,bs,資産圧縮積立金,jppfs_cor,ReserveForReductionEntryOfAssets,instant,credit,false
2014,cai,bs,償却資産圧縮積立金,jppfs_cor,ReserveForReductionEntryOfDepreciableAssets,instant,credit,false
2014,cai,bs,買換資産圧縮積立金,jppfs_cor,ReserveForReductionEntryOfReplacedProperty,instant,credit,false
2014,cai,bs,買換資産積立金,jppfs_cor,ReserveForPropertyReplacement,instant,credit,false
2014,cai,bs,特別償却積立金,jppfs_cor,ReserveForSpecialDepreciationGeneral,instant,credit,false
2014,cai,bs,特別積立金,jppfs_cor,SpecialReserve,instant,credit,false
2014,cai,bs,任意積立金,jppfs_cor,VoluntaryRetainedEarnings,instant,credit,false
2014,cai,bs,別途積立金,jppfs_cor,GeneralReserve,instant,credit,false
2014,cai,bs,繰越利益剰余金,jppfs_cor,RetainedEarningsBroughtForward,instant,credit,false
2014,cai,bs,その他利益剰余金,jppfs_cor,OtherRetainedEarnings,instant,credit,false
2014,cai,bs,利益剰余金,jppfs_cor,RetainedEarnings,instant,credit,false
2014,cai,bs,自己株式,jppfs_cor,TreasuryStock,instant,credit,false
2014,cai,bs,自己株式申込証拠金,jppfs_cor,DepositForSubscriptionsToTreasuryStock,instant,credit,false
2014,cai,bs,株主資本,jppfs_cor,ShareholdersEquity,instant,credit,false
2014,cai,bs,評価・換算差額等 [タイトル項目],jppfs_cor,ValuationAndTranslationAdjustmentsAbstract,duration,,true
2014,cai,bs,その他有価証券評価差額金,jppfs_cor,ValuationDifferenceOnAvailableForSaleSecurities,instant,credit,false
2014,cai,bs,繰延ヘッジ損益,jppfs_cor,DeferredGainsOrLossesOnHedges,instant,credit,false
2014,cai,bs,土地再評価差額金,jppfs_cor,RevaluationReserveForLand,instant,credit,false
2014,cai,bs,為替換算調整勘定,jppfs_cor,ForeignCurrencyTranslationAdjustment,instant,credit,false
2014,cai,bs,退職給付に係る調整累計額,jppfs_cor,RemeasurementsOfDefinedBenefitPlans,instant,credit,false
2014,cai,bs,評価・換算差額等,jppfs_cor,ValuationAndTranslationAdjustments,instant,credit,false
2014,cai,bs,新株予約権,jppfs_cor,SubscriptionRightsToShares,instant,credit,false
2014,cai,bs,自己新株予約権,jppfs_cor,TreasurySubscriptionRightsToShares,instant,credit,false
2014,cai,bs,少数株主持分,jppfs_cor,MinorityInterests,instant,credit,false
2014,cai,bs,純資産,jppfs_cor,NetAssets,instant,credit,false
2014,cai,bs,負債純資産,jppfs_cor,LiabilitiesAndNetAssets,instant,credit,false
2014,cai,pl,損益計算書 [タイトル項目],jppfs_cor,StatementOfIncomeAbstract,duration,,true
2014,cai,pl,損益計算書 [表],jppfs_cor,StatementOfIncomeTable,duration,,true
2014,cai,pl,損益計算書 [表示項目],jppfs_cor,StatementOfIncomeLineItems,duration,,true
2014,cai,pl,営業活動による収益 [タイトル項目],jppfs_cor,RevenueFromOperatingActivitiesAbstract,duration,,true
2014,cai,pl,売上高 [タイトル項目],jppfs_cor,NetSalesAbstract,duration,,true
2014,cai,pl,売上高,jppfs_cor,NetSales,duration,credit,false
2014,cai,pl,営業収益 [タイトル項目],jppfs_cor,OperatingRevenue1Abstract,duration,,true
2014,cai,pl,営業収益,jppfs_cor,OperatingRevenue1,duration,credit,false
2014,cai,pl,営業収入 [タイトル項目],jppfs_cor,OperatingRevenue2Abstract,duration,,true
2014,cai,pl,営業収入,jppfs_cor,OperatingRevenue2,duration,credit,false
2014,cai,pl,営業総収入,jppfs_cor,GrossOperatingRevenue,duration,credit,false
2014,cai,pl,営業活動による収益の内訳 [タイトル項目],jppfs_cor,RevenueFromOperatingActivitiesDetailAbstract,duration,,true
2014,cai,pl,総売上高、営業活動による収益,jppfs_cor,GrossSalesRevOA,duration,credit,false
2014,cai,pl,売上値引及び戻り高、営業活動による収益,jppfs_cor,SalesAllowanceAndReturnsRevOA,duration,debit,false
2014,cai,pl,商品売上高、営業活動による収益,jppfs_cor,NetSalesOfGoodsRevOA,duration,credit,false
2014,cai,pl,製品売上高、営業活動による収益,jppfs_cor,NetSalesOfFinishedGoodsRevOA,duration,credit,false
2014,cai,pl,商品及び製品売上高、営業活動による収益,jppfs_cor,NetSalesOfMerchandiseAndFinishedGoodsRevOA,duration,credit,false
2014,cai,pl,半製品売上高、営業活動による収益,jppfs_cor,SalesOfSemiFinishedGoodsRevOA,duration,credit,false
2014,cai,pl,原材料売上高、営業活動による収益,jppfs_cor,SalesOfRawMaterialsRevOA,duration,credit,false
2014,cai,pl,副産物売上高、営業活動による収益,jppfs_cor,SalesOfByProductsRevOA,duration,credit,false
2014,cai,pl,作業くず売上高、営業活動による収益,jppfs_cor,SalesOfScrapsRevOA,duration,credit,false
2014,cai,pl,役務収益、売上高、営業活動による収益,jppfs_cor,ServiceRevenueRevOA,duration,credit,false
2014,cai,pl,サービス売上高、営業活動による収益,jppfs_cor,ServiceSalesRevOA,duration,credit,false
2014,cai,pl,割賦販売売上高、営業活動による収益,jppfs_cor,InstallmentSalesRevOA,duration,credit,false
2014,cai,pl,不動産売上高、営業活動による収益,jppfs_cor,RealEstateSalesRevOA,duration,credit,false
2014,cai,pl,開発事業売上高、営業活動による収益,jppfs_cor,SalesOnDevelopmentBusinessRevOA,duration,credit,false
2014,cai,pl,不動産事業売上高、営業活動による収益,jppfs_cor,SalesOnRealEstateBusinessRevOA,duration,credit,false
2014,cai,pl,賃貸事業売上高、営業活動による収益,jppfs_cor,SalesOnLeaseBusinessRevOA,duration,credit,false
2014,cai,pl,分譲事業売上高、営業活動による収益,jppfs_cor,SalesOnSellingBusinessRevOA,duration,credit,false
2014,cai,pl,その他の事業売上高、営業活動による収益,jppfs_cor,SalesOnOtherBusinessRevOA,duration,credit,false
2014,cai,pl,賃貸事業収益、営業活動による収益,jppfs_cor,LeaseBusinessRevenueRevOA,duration,credit,false
2014,cai,pl,分譲事業収益、営業活動による収益,jppfs_cor,SellingBusinessRevenueRevOA,duration,credit,false
2014,cai,pl,賃貸事業収入、営業活動による収益,jppfs_cor,LeaseBusinessRevenueSpecificRevOA,duration,credit,false
2014,cai,pl,賃貸収入、営業活動による収益,jppfs_cor,RentIncomeRevOA,duration,credit,false
2014,cai,pl,不動産賃貸収入、営業活動による収益,jppfs_cor,RentIncomeOfRealEstateRevOA,duration,credit,false
2014,cai,pl,不動産収入、営業活動による収益,jppfs_cor,RealEstateIncomeRevOA,duration,credit,false
2014,cai,pl,手数料収入、営業活動による収益,jppfs_cor,CommissionIncomeRevOA,duration,credit,false
2014,cai,pl,加工料収入、営業活動による収益,jppfs_cor,ProcessingIncomeRevOA,duration,credit,false
2014,cai,pl,ロイヤリティー収入、営業活動による収益,jppfs_cor,RoyaltyIncomeRevOA,duration,credit,false
2014,cai,pl,コンサルティング収入、営業活動による収益,jppfs_cor,ConsultingIncomeRevOA,duration,credit,false
2014,cai,pl,加盟店からの収入、営業活動による収益,jppfs_cor,IncomeFromFranchisedStoresRevOA,duration,credit,false
2014,cai,pl,関係会社受取配当金、営業活動による収益,jppfs_cor,DividendsFromSubsidiariesAndAffiliatesRevOA,duration,credit,false
2014,cai,pl,受取配当金、営業活動による収益,jppfs_cor,DividendsIncomeRevOA,duration,credit,false
2014,cai,pl,関係会社受入手数料、営業活動による収益,jppfs_cor,CommissionsFromSubsidiariesAndAffiliatesRevOA,duration,credit,false
2014,cai,pl,関係会社貸付金利息、営業活動による収益,jppfs_cor,InterestOnLoansToSubsidiariesAndAffiliatesRevOA,duration,credit,false
2014,cai,pl,関係会社有価証券利息、営業活動による収益,jppfs_cor,InterestOnSecuritiesOfSubsidiariesAndAffiliatesRevOA,duration,credit,false
2014,cai,pl,経営管理料、営業活動による収益,jppfs_cor,ManagementFeeIncomeRevOA,duration,credit,false
2014,cai,pl,経営指導料、営業活動による収益,jppfs_cor,ConsultingFeeIncomeRevOA,duration,credit,false
2014,cai,pl,商標使用料、営業活動による収益,jppfs_cor,TrademarkFeeIncomeRevOA,duration,credit,false
2014,cai,pl,資産利用料、営業活動による収益,jppfs_cor,AssetRentalIncomeRevOA,duration,credit,false
2014,cai,pl,完成業務高、営業活動による収益,jppfs_cor,ContractsCompletedRevOA,duration,credit,false
2014,cai,pl,工事売上高、営業活動による収益,jppfs_cor,ConstructionSalesRevOA,duration,credit,false
2014,cai,pl,ソフトウエア開発売上高、営業活動による収益,jppfs_cor,SalesOfSoftwareDevelopmentRevOA,duration,credit,false
2014,cai,pl,情報サービス売上高、営業活動による収益,jppfs_cor,SalesOfInformationServiceRevOA,duration,credit,false
2014,cai,pl,保守売上高、営業活動による収益,jppfs_cor,SalesOfMaintenanceServiceRevOA,duration,credit,false
2014,cai,pl,年会費収入、営業活動による収益,jppfs_cor,AnnualFeeIncomeRevOA,duration,credit,false
2014,cai,pl,倉庫収入、営業活動による収益,jppfs_cor,WarehouseIncomeRevOA,duration,credit,false
2014,cai,pl,倉庫保管料、営業活動による収益,jppfs_cor,WarehousingFeeIncomeRevOA,duration,credit,false
2014,cai,pl,倉庫荷役料、営業活動による収益,jppfs_cor,StevedoringIncomeRevOA,duration,credit,false
2014,cai,pl,運送収入、営業活動による収益,jppfs_cor,TransportationIncomeRevOA,duration,credit,false
2014,cai,pl,運送雑収、営業活動による収益,jppfs_cor,MiscellaneousTransportationIncomeRevOA,duration,credit,false
2014,cai,pl,制作収入、営業活動による収益,jppfs_cor,ProductionIncomeRevOA,duration,credit,false
2014,cai,pl,放送収入、営業活動による収益,jppfs_cor,IncomeFromBroadcastingBusinessRevOA,duration,credit,false
2014,cai,pl,テレビ収入、営業活動による収益,jppfs_cor,IncomeFromTelevisionBusinessRevOA,duration,credit,false
2014,cai,pl,ラジオ収入、営業活動による収益,jppfs_cor,IncomeFromRadioBusinessRevOA,duration,credit,false
2014,cai,pl,レンタル売上高、営業活動による収益,jppfs_cor,RentalSalesRevOA,duration,credit,false
2014,cai,pl,受託品売上高、営業活動による収益,jppfs_cor,SalesOfGoodsOnConsignmentRevOA,duration,credit,false
2014,cai,pl,買付品売上高、営業活動による収益,jppfs_cor,IndentSalesRevOA,duration,credit,false
2014,cai,pl,その他の売上高、営業活動による収益,jppfs_cor,OtherSalesRevOA,duration,credit,false
2014,cai,pl,その他の事業収益、営業活動による収益,jppfs_cor,OtherBusinessRevenue1RevOA,duration,credit,false
2014,cai,pl,その他の事業収入、営業活動による収益,jppfs_cor,OtherBusinessRevenue2RevOA,duration,credit,false
2014,cai,pl,その他の営業収益、営業活動による収益,jppfs_cor,OtherOperatingRevenue1RevOA,duration,credit,false
2014,cai,pl,その他の営業収入、営業活動による収益,jppfs_cor,OtherOperatingRevenue2RevOA,duration,credit,false
2014,cai,pl,その他の収益、営業活動による収益,jppfs_cor,OtherRevenue1RevOA,duration,credit,false
2014,cai,pl,その他の収入、営業活動による収益,jppfs_cor,OtherRevenue2RevOA,duration,credit,false
2014,cai,pl,その他、営業活動による収益,jppfs_cor,OtherRevOA,duration,credit,false
2014,cai,pl,金融収益 [タイトル項目],jppfs_cor,FinancialRevenueAbstract,duration,,true
2014,cai,pl,金融収益,jppfs_cor,FinancialRevenue,duration,credit,false
2014,cai,pl,融資収益、営業活動による収益,jppfs_cor,FinancingRevenueRevOA,duration,credit,false
2014,cai,pl,リース収益、営業活動による収益,jppfs_cor,LeaseRevenueRevOA,duration,credit,false
2014,cai,pl,営業投資有価証券売上高、営業活動による収益,jppfs_cor,RevenueFromOperationalInvestmentSecuritiesRevOA,duration,credit,false
2014,cai,pl,割賦購入あっせん収益、営業活動による収益,jppfs_cor,RevenueFromAgencyServicesOfInstallmentPurchaseRevOA,duration,credit,false
2014,cai,pl,包括信用購入あっせん収益、営業活動による収益,jppfs_cor,CreditCardRevenueRevOA,duration,credit,false
2014,cai,pl,個別信用購入あっせん収益、営業活動による収益,jppfs_cor,PerItemRevenueRevOA,duration,credit,false
2014,cai,pl,受取割引料、営業活動による収益,jppfs_cor,DiscountRevenueRevOA,duration,credit,false
2014,cai,pl,信用保証収益、営業活動による収益,jppfs_cor,RevenueFromCreditGuaranteeRevOA,duration,credit,false
2014,cai,pl,投資事業組合管理収入、営業活動による収益,jppfs_cor,IncomeFromPartnershipManagementRevOA,duration,credit,false
2014,cai,pl,名義書換手数料、営業活動による収益,jppfs_cor,NameTransferFeeRevOA,duration,credit,false
2014,cai,pl,融資代行収益、営業活動による収益,jppfs_cor,LoanAgencyRevenueRevOA,duration,credit,false
2014,cai,pl,買取債権回収高、営業活動による収益,jppfs_cor,CollectionFromPurchasedReceivableRevOA,duration,credit,false
2014,cai,pl,借入有価証券代り金利息、営業活動による収益,jppfs_cor,InterestOnCollateralMoneyForSecuritiesBorrowedRevOA,duration,credit,false
2014,cai,pl,有価証券貸付料、営業活動による収益,jppfs_cor,ChargeOnSecuritiesLoanedRevOA,duration,credit,false
2014,cai,pl,貸借取引貸付金利息、営業活動による収益,jppfs_cor,InterestOnLoansOnMarginTransactionRevOA,duration,credit,false
2014,cai,pl,公社債貸付金利息、営業活動による収益,jppfs_cor,InterestOnBondFinancingRevOA,duration,credit,false
2014,cai,pl,一般貸付金利息、営業活動による収益,jppfs_cor,InterestOnGeneralLoansRevOA,duration,credit,false
2014,cai,pl,投資収益、営業活動による収益,jppfs_cor,GainOnInvestmentRevOA,duration,credit,false
2014,cai,pl,その他の金融収益、営業活動による収益,jppfs_cor,OtherFinancialRevenueRevOA,duration,credit,false
2014,cai,pl,営業活動による費用・売上原価 [タイトル項目],jppfs_cor,COSAndExpensesFromOperatingActivitiesAbstract,duration,,true
2014,cai,pl,売上原価 [タイトル項目],jppfs_cor,CostOfSalesAbstract,duration,,true
2014,cai,pl,売上原価,jppfs_cor,CostOfSales,duration,debit,false
2014,cai,pl,営業費用 [タイトル項目],jppfs_cor,OperatingExpensesAbstract,duration,,true
2014,cai,pl,営業費用,jppfs_cor,OperatingExpenses,duration,debit,false
2014,cai,pl,営業原価 [タイトル項目],jppfs_cor,OperatingCostAbstract,duration,,true
2014,cai,pl,営業原価,jppfs_cor,OperatingCost,duration,debit,false
2014,cai,pl,営業活動による費用・売上原価の内訳 [タイトル項目],jppfs_cor,COSAndExpensesFromOperatingActivitiesDetailAbstract,duration,,true
2014,cai,pl,商品売上原価 [タイトル項目],jppfs_cor,CostOfGoodsSoldAbstract,duration,,true
2014,cai,pl,商品期首たな卸高、売上原価,jppfs_cor,BeginningGoodsCOS,duration,debit,false
2014,cai,pl,総仕入高,jppfs_cor,TotalPurchaseOfGoods,duration,debit,false
2014,cai,pl,仕入値引及び戻し高,jppfs_cor,PurchaseAllowanceAndReturns,duration,credit,false
2014,cai,pl,当期商品仕入高,jppfs_cor,CostOfPurchasedGoods,duration,debit,false
2014,cai,pl,商品期末たな卸高、売上原価,jppfs_cor,EndingGoodsCOS,duration,credit,false
2014,cai,pl,合計、商品期首たな卸高及び当期商品仕入高,jppfs_cor,TotalBeginningAndPurchaseOfGoods,duration,debit,false
2014,cai,pl,商品他勘定振替高、売上原価,jppfs_cor,GoodsTransferToOtherAccountCOS,duration,credit,false
2014,cai,pl,商品評価損、売上原価,jppfs_cor,ValuationLossOnGoodsCOS,duration,debit,false
2014,cai,pl,小計、売上原価、商品,jppfs_cor,SubtotalCOSGoods,duration,debit,false
2014,cai,pl,差引、売上原価、商品,jppfs_cor,NetCOSGoods,duration,debit,false
2014,cai,pl,商品売上原価,jppfs_cor,CostOfGoodsSold,duration,debit,false
2014,cai,pl,製品売上原価 [タイトル項目],jppfs_cor,CostOfFinishedGoodsSoldAbstract,duration,,true
2014,cai,pl,製品期首たな卸高、売上原価,jppfs_cor,BeginningFinishedGoodsCOS,duration,debit,false
2014,cai,pl,当期製品製造原価,jppfs_cor,CostOfProductsManufactured,duration,debit,false
2014,cai,pl,当期製品仕入高、売上原価,jppfs_cor,PurchaseOfFinishedGoodsCOS,duration,debit,false
2014,cai,pl,製品期末たな卸高、売上原価,jppfs_cor,EndingFinishedGoodsCOS,duration,credit,false
2014,cai,pl,合計、製品期首たな卸高及び当期製品製造原価,jppfs_cor,TotalBeginningFinishedGoodsAndCostOfProductsManufacturedForThePeriod,duration,debit,false
2014,cai,pl,製品他勘定振替高、売上原価,jppfs_cor,FinishedGoodsTransferToOtherAccountCOS,duration,credit,false
2014,cai,pl,製品評価損、売上原価,jppfs_cor,ValuationLossOnFinishedGoodsCOS,duration,debit,false
2014,cai,pl,原材料評価損、売上原価,jppfs_cor,ValuationLossOnRawMaterialsCOS,duration,debit,false
